"","2-chlorodeoxyadenosine","2-chlorodeoxyadenosine&Valproic acid","5-Azacytidine","Acalabrutinib","Acalabrutinib&AZD6738","Acalabrutinib&BGB-10188","Acalabrutinib&Buparlisib","Acalabrutinib&Compound 7n","Acalabrutinib&Copanlisib","Acalabrutinib&Duvelisib","Acalabrutinib&Idelalisib","Acalabrutinib&Nemiralisib","Acalabrutinib&Pictilisib","Acalabrutinib&Pilaralisib","Acalabrutinib&Quizartinib","Acalabrutinib&Sonrotoclax","Acalabrutinib&Umbralisib","Acalabrutinib&Venetoclax","Acalabrutinib&ZSTK474","Alectinib","Alisertib","Alisertib&Crizotinib","Allopurinol","Avadomide","AZD6738","Bendamustine","BGB-10188","BGB-10188&Ibrutinib","BGB-10188&Sonrotoclax","BGB-10188&Venetoclax","BGB-10188&Zanubrutinib","Binimetinib","Binimetinib&Venetoclax","Bortezomib","Brigatinib","Buparlisib","Buparlisib&Ibrutinib","Buparlisib&Venetoclax","Busulfan","Cabozantinib","Cabozantinib&Ruxolitinib","CBL0137","Cerdulatinib","Ceritinib","Chlorambucil","Chlorambucil&Ibrutinib","Chlorambucil&Lenalidomide","Cobimetinib","Cobimetinib&Venetoclax","Compound 7n","Compound 7n&Ibrutinib","Compound 7n&Venetoclax","Copanlisib","Copanlisib&Ibrutinib","Copanlisib&Venetoclax","Copanlisib&Zanubrutinib","Crizotinib","Cyclosporine","Cytarabine","Cytarabine&Nutlin 3a","Dasatinib","Dasatinib&Venetoclax","Dexamethasone","Dexamethasone&Lenalidomide","Dimethyl fumarate","Doramapimod","Doramapimod&Palbociclib","Doxorubicin","Duvelisib","Duvelisib&Ibrutinib","Duvelisib&Venetoclax","Duvelisib&Zanubrutinib","Eltrombopag","Ensartinib","Entospletinib","Entrectinib","Etodolac","Etoposide","Everolimus","Flavopiridol","Fludarabine","Fludarabine&Ibrutinib","Ibrutinib","Ibrutinib&Idelalisib","Ibrutinib&Nemiralisib","Ibrutinib&Pictilisib","Ibrutinib&Pilaralisib","Ibrutinib&Quizartinib","Ibrutinib&Selinexor","Ibrutinib&SNX-5422","Ibrutinib&Umbralisib","Ibrutinib&Venetoclax","Ibrutinib&ZSTK474","Idelalisib","Idelalisib&JQ1","Idelalisib&Quizartinib","Idelalisib&Ruxolitinib","Idelalisib&Trametinib","Idelalisib&Venetoclax","Idelalisib&Zanubrutinib","Imiquimod","Ixazomib","JQ1","JQ1&Palbociclib","JQ1&Ruxolitinib","JQ1&Sorafenib","Karonudib","Lenalidomide","Lenalidomide&Methylprednisolone","Lorlatinib","Melphalan","Metformin","Methotrexate","Methylprednisolone","Mycophenolate mofetil","Navitoclax","Nemiralisib","Nemiralisib&Venetoclax","Niclosamide","Nutlin 3a","Obatoclax","Palbociclib","Palbociclib&Quizartinib","Palbociclib&Ruxolitinib","Palbociclib&Sorafenib","Palbociclib&Trametinib","Palbociclib&Venetoclax","Panobinostat","Panobinostat&Ruxolitinib","PD0325901","PD0325901&Venetoclax","Pictilisib","Pictilisib&Venetoclax","Pilaralisib","Pilaralisib&Venetoclax","Pimasertib","Pimasertib&Venetoclax","Pralatrexate","Prednisone","Pyrimethamine","Quizartinib","Refametinib","Refametinib&Venetoclax","Romidepsin","Ruxolitinib","Ruxolitinib&Venetoclax","S63845","Selinexor","Selumetinib","Selumetinib&Venetoclax","Simvastatin","SNX-5422","Sodium Salicylate","Sonrotoclax","Sonrotoclax&Copanlisib","Sonrotoclax&Duvelisib","Sonrotoclax&Ibrutinib","Sonrotoclax&Idelalisib","Sonrotoclax&Zanubrutinib","Sorafenib","Sorafenib&Venetoclax","Tacrolimus","TAK-659","Thalidomide","Tirabrutinib","Trametinib","Trametinib&Venetoclax","U0126","U0126&Venetoclax","Umbralisib","Umbralisib&Venetoclax","Valproic acid","Vandetanib","Vandetanib&Vemurafenib","Vemurafenib","Venetoclax","Venetoclax&Zanubrutinib","Venetoclax&ZSTK474","Vincristine","WP1066","Zanubrutinib","ZSTK474"
"063",17.42691243,23.03395837,9.75584468,2.34884039,20.57143168,14.59652447,18.20127915,15.74774937,34.4976724,11.73006255,11.96705292,16.43222758,13.34504204,7.86420303,15.29494769,49.08391658,4.83241521,45.13504648,29.9708564,4.06418482,0,13.92805573,0,0,61.77802151,51.11664154,46.39958601,14.10994128,0,52.30937888,15.56913842,41.58593196,52.88863823,93.17730272,32.45428307,13.90281845,21.92805684,57.4354212,0,2.71496214,7.67005549,43.82848079,3.66972851,8.69794293,0,6.96299674,0,26.18076825,62.90690227,2.96047328,3.96545666,43.72454355,49.75037313,35.25214261,59.70002534,31.55551422,12.72504064,13.14906024,2.46155676,11.95448118,17.34647945,49.00328289,18.38002998,24.18424855,1.06271906,2.87166493,4.74887622,16.80191745,8.10721993,19.05359644,52.38429389,18.76923135,2.66843247,15.3370927,5.07290222,8.48463167,0,0,9.63328865,51.83843459,5.85426189,23.77987864,8.31370611,25.19346696,20.45280159,27.92910266,10.83804414,11.24923886,39.70545282,47.50611034,11.97463168,52.86880295,29.47882885,10.8687215,19.09430421,14.35403844,10.59881634,25.16101194,45.86258067,10.65344889,0,62.7890269,17.739785,19.26466341,10.66389667,17.49375677,10.77845535,0.48439213,21.30084711,4.83603302,9.83712334,1.0057495,13.28271092,23.07876475,9.46174271,48.12630071,15.60318944,50.97165221,12.53458953,8.19041623,22.73692111,2.31958912,11.31235317,2.05400149,4.30269517,9.79619102,38.06502088,63.05719647,53.26458218,15.40966787,60.69520703,18.79703352,52.14106975,6.78761449,46.14008212,20.55127214,58.25249209,23.46205393,3.87993978,3.90490491,6.1424029,12.92020565,53.54251958,73.79186126,2.98234916,41.01938064,0,25.9936916,9.61212212,56.48509512,19.13652432,46.63595,3.22040392,62.93512961,68.0804512,48.30536753,54.7415517,55.66499554,50.89163164,3.87359777,44.88505879,0.71192372,8.83840533,0,0,24.06021283,63.2475876,2.53159906,46.65539576,5.29882233,47.18648803,0,17.72500675,17.74272637,3.63584936,47.33158526,44.91929306,59.80353851,16.63690907,17.92570902,16.46649343,27.58681022
"065",9.17500858,5.84740981,5.24318656,17.08702729,17.57588445,26.09903713,24.8484583,16.71245837,36.40997881,25.1861178,21.22346727,28.75670013,21.28138931,13.25500871,15.786338,79.4331973,16.8298687,61.29235046,33.16649932,5.96179466,2.80680178,16.42336662,0,0,6.3360474,0.35442548,16.81308609,21.9670709,83.13219048,66.84451434,20.69397922,5.30774429,54.49884241,87.86428942,8.60376568,19.50617108,25.02762181,58.60982104,0,1.86172072,5.7331269,37.19208086,20.13331175,11.34517486,6.52157428,20.9556959,0,14.5928303,59.43463869,7.83640561,16.25713367,50.27459503,33.82490462,0,54.41864405,38.35932073,7.34400129,8.71296921,13.20899722,17.82494487,27.97773155,54.56349486,48.31566915,41.49136243,0,2.02917565,10.98680486,45.18042528,23.62476753,0,55.21042774,36.31070938,3.99322201,7.13949627,11.08569037,17.31261569,0.15462734,5.61390103,9.60358575,37.02573763,2.02822596,25.43503528,27.45544676,30.92763002,35.80064408,33.40251516,25.35215332,17.5035745,49.31163143,55.01071409,24.39453204,65.77987941,38.2491386,26.92982199,29.94345798,14.44670548,17.72209771,33.71946756,60.50685448,27.11275017,0,67.44038411,14.71606599,22.61472558,16.25149517,9.01056395,6.9368127,0,48.62678854,4.08463024,11.42789674,0,0,44.83577088,1.84956418,35.72723742,22.44568353,62.21608255,9.82919301,8.51854924,17.09989886,11.0697595,17.10336401,12.81221261,10.74781041,21.18457935,48.8301567,63.88484479,66.73035045,11.28420609,60.75188055,23.07165194,65.26099977,7.82350804,50.83426079,10.11073963,59.96493367,0,4.71256372,0,0,10.84472926,54.87897897,88.45073351,3.02185816,49.70767319,0,36.37722193,7.95466078,54.76390666,7.53022829,46.2257133,3.27271737,66.0198912,85.29197493,88.63629049,84.93041472,80.74966582,82.89009086,1.92306016,41.17461401,6.56738726,7.60228978,0,10.17915732,18.48074417,56.97107688,2.57614758,48.38431122,10.26986533,48.8239075,0,21.33726174,21.90522944,1.22050077,46.61510478,64.39174505,64.76689925,51.18821925,16.06553313,26.58817942,34.67169936
"067",31.27506639,31.26965725,21.29968633,23.00573754,3.78658149,21.26494506,23.15942059,0,33.8407637,9.43866338,12.7538412,13.91198968,17.05272809,2.69536013,13.33911568,52.7580219,10.00027665,46.61704586,26.22170926,18.11454024,7.18260747,11.60995907,9.33376387,6.44415303,19.65940067,0,22.48230768,17.63730986,69.2282091,37.22819367,13.48033507,18.0573012,50.97294053,89.5452861,0,27.97151605,18.46000253,59.79967802,0,12.18122038,8.35656205,44.83319739,19.80036357,13.04050585,14.41016394,10.8922057,0,24.69610544,70.59831132,7.04777799,5.80970922,50.59140171,48.80007299,35.33551637,66.62517078,34.84209837,10.33708077,12.36055971,27.22858663,17.87510757,29.65604278,63.63388169,38.76342,38.91513202,0,4.48819012,8.63571197,32.2900806,19.27419448,25.3751476,60.74191682,27.33280608,8.08816237,20.35318954,13.75256409,25.33114164,7.32475464,7.64526665,31.90316064,53.68820428,22.54545204,3.49603619,23.90408549,22.99711975,27.35844276,35.14712594,26.64941751,0,37.56528746,56.27294208,22.18438265,57.82871029,32.42719094,23.62722825,27.543427,14.13319659,18.19134143,35.27904481,61.31588486,20.5083197,12.13874021,65.54042927,27.46747972,25.37704981,21.62365608,19.25873093,9.65859746,0,44.50106022,17.08529833,12.57129278,0,16.86181943,41.03686744,3.68985985,36.8589597,0,53.66800511,7.75151348,13.54455162,28.34447,3.30845548,16.25593473,8.14630155,13.50313906,20.44548672,48.04068188,67.42620785,76.54876774,21.78219465,65.75034105,20.21677349,57.39722852,9.32803954,45.64959595,17.38652564,64.06869763,12.84111597,4.03864437,3.14347872,5.86198631,20.93523041,61.98616384,66.59553846,4.60341931,51.35892537,0,34.00261671,17.98382679,58.9127134,15.79529718,48.06891707,19.20734165,64.66898043,68.70397804,69.03873651,64.6939632,61.2827018,63.75886747,4.96098384,48.9366049,11.59716297,6.27853341,0,8.86494362,31.90229667,69.53914977,6.15369638,52.00449453,4.20300105,49.80101337,0,22.69370465,18.06243574,0.36601926,49.08083672,57.86658719,47.1724908,29.82816335,21.2515543,14.64669293,25.01709782
"069",39.59845667,31.44020656,13.94363413,17.50428534,22.61832434,22.8497165,19.62125194,16.74567369,34.61459984,17.27343944,22.75137217,26.70622447,19.57159112,15.59690025,19.33985178,70.10840706,14.43350878,58.02815117,25.52547805,4.39008726,1.39167588,8.59008714,4.96883458,0,57.64798293,44.24858934,47.81498616,0,62.21970731,56.19414718,16.99224726,0,55.658338,94.13728984,35.65493313,15.04846833,17.48019579,53.92817086,0,1.62176652,4.31324614,40.87204452,9.63551176,8.79816896,9.05932972,16.14845568,0,22.55511468,63.38330437,11.33816343,12.79455989,51.15947389,39.031473,32.85589053,70.88042132,34.00238817,16.23998525,8.1521158,7.7536816,22.09317348,20.7803087,58.32138088,42.83714953,34.83589716,0,1.70838416,3.74905385,29.81444226,15.35521386,25.74765863,67.43561718,30.92222783,0.62031387,4.69952775,4.42351348,12.62553502,0,0,6.24862779,42.62291309,14.94289439,30.09818035,0,19.17138765,0,18.62066304,16.45051659,15.14099468,37.30440218,51.75511865,7.03812998,55.19016545,21.63414092,10.21644662,22.36096666,13.4555742,10.98719734,20.90999742,52.78416596,17.48652751,0,54.87438454,19.62418709,15.94578491,11.55412473,9.58051899,13.05495398,0,32.94609462,7.8591969,14.03070122,0,20.29475403,39.71352485,7.19192464,51.01386779,24.29890527,60.06593889,14.85481001,15.38040703,25.81682438,6.9981572,14.03828423,0.56035646,4.31881606,14.75069173,47.00485013,68.46600143,66.66345109,17.63960923,59.17765049,21.85114528,66.49623139,14.69918492,46.96870133,11.69405803,62.44812998,13.6318614,5.89201131,3.3325387,4.29667361,17.62264082,61.01313296,77.74712832,7.56108417,49.82413699,0,41.24160455,5.83958963,59.26707305,11.02544487,48.25351987,7.28527284,73.48381486,76.54098919,65.84031985,71.82642029,72.02784909,67.43745187,1.23068294,54.28186269,7.23209565,10.01889853,0,0,18.80911244,59.10071234,4.53614366,58.71133944,5.4170753,54.61117732,1.57658075,24.87311157,21.07850042,5.68066599,54.98348904,63.03903628,66.82037065,26.47196292,14.71428961,23.36856603,29.96734525
"071",8.80411172,16.87728897,10.91995246,17.67069325,22.99295638,19.3978352,22.32814042,17.79120668,37.85639358,20.19752202,18.82381678,18.17047638,24.00065296,13.10412049,21.11840329,51.71777947,7.64121882,38.6377065,26.61499929,10.08554832,0,14.64784415,3.72893719,4.58066941,11.94772266,0.65039941,13.50466013,11.5129897,49.36185071,46.63803817,16.40351623,15.6970027,48.36253331,89.31978705,4.0538992,18.39989835,23.7013274,45.74772404,0,5.51312752,8.86642893,45.50350619,17.80260908,7.93195807,6.31148163,4.95663567,1.75388983,22.13096397,58.96510577,6.66882392,14.68381576,33.54791065,35.68377854,37.4716393,62.62614806,35.54644781,6.46527472,5.91807526,0,18.28809174,12.01527711,45.22756932,24.33842734,17.0090006,0,1.89691267,1.96875366,24.29157218,17.46492766,13.08152624,53.57656723,21.68174736,3.51926557,10.16376227,7.18948741,10.59976758,3.39914513,6.12316061,23.96781813,50.1384194,2.51974562,18.07889281,11.62881841,21.47548411,22.40241816,19.4524578,12.5106189,15.12620514,35.85269985,51.64409779,10.70236721,47.75697402,27.40381201,17.27719351,27.92430094,21.10058522,17.51311345,35.82461647,40.26180591,18.15885218,0,60.53951287,27.51502047,15.55852977,18.91330683,18.65870578,14.43482375,0,17.15882698,9.17925586,8.41141708,0,21.55063806,28.88962801,13.71947586,41.77692804,23.35979469,47.08859612,15.0615342,22.00930338,22.58422178,12.72678512,12.50258532,5.12794191,5.23274848,19.17661906,36.14043337,54.01195573,60.84894025,20.35864584,59.34290262,16.7518156,44.0229461,9.22456427,40.9340039,19.5646854,55.93640708,17.03566769,5.01379566,4.83715814,4.97449317,24.39452387,47.47024751,76.94137953,0.71519747,37.12903302,0,33.15047463,10.02813731,52.59980036,14.4926272,47.80502862,5.69413345,50.53620136,65.86936423,56.80866356,47.00109242,53.05773114,50.27177041,3.75802868,34.58724869,0,7.80532013,0,7.14743342,29.69386457,59.07663599,4.38984707,42.80580929,5.90201234,38.0061158,0,19.8060925,20.97607289,1.36662678,39.66476312,43.99682896,51.74792806,28.77072473,10.65972474,10.95214185,32.51735881
"072",22.82059591,50.21240233,10.48861742,0,27.77257383,15.88722009,29.25138648,25.28581044,43.63968219,33.30646468,31.11041162,29.55855703,31.48626345,17.0539536,18.16440699,84.30758052,22.48678622,65.58873254,32.34510038,0.0141507,0.77810941,9.08101827,0,12.59290523,7.77577839,0,6.84915729,24.89704184,82.20149585,66.86288989,19.27243648,0.71953073,61.06386311,83.92326155,0.92278482,18.392025,22.82536686,64.01291987,0,9.04701194,7.80998114,32.51100178,14.05571946,16.93733929,0,16.43158554,0,10.62136042,65.74360154,5.99936666,19.35355533,59.20133415,19.19179728,37.53845475,72.17559477,36.35718343,8.49257321,3.12734579,10.39713579,27.39187202,15.16239163,71.97113905,36.30626167,50.6618657,0,0.27750578,16.89875657,21.46951046,0,35.73831971,67.56772126,34.81603015,0,6.21740637,11.5806681,15.80117833,1.0351865,0,18.75398445,42.41088225,4.6461864,49.13970649,0,19.88818315,16.5796088,20.77446527,13.78139096,15.87488093,33.66193445,51.9831628,13.61226931,33.56619378,26.58328757,11.12446818,28.47258692,18.51030639,11.75254013,31.18493877,37.71726586,8.74786406,0,58.02623498,24.38356657,16.88358528,11.70678523,18.96228536,15.10293606,0,21.19023256,14.33992976,22.00656146,9.68814236,15.05362368,49.66620379,15.5813762,50.82992251,26.83071928,40.33850951,16.04581031,16.51569276,18.56826373,11.81138013,11.06265789,7.45499795,0,19.49226071,28.03533918,69.75875062,61.92040427,15.34959424,41.32237822,31.37756136,45.56832393,10.6007466,31.2147707,14.44701149,35.63383959,0,6.00692501,0,1.35469602,17.19971244,36.56045725,89.76867612,4.40661476,26.02466514,5.5232504,36.2858501,7.28534089,34.2110036,7.89766746,49.7030842,9.90910452,31.8626371,87.71689022,87.79242118,83.78037054,82.83535237,85.67269112,3.17482208,26.01013759,8.78974701,5.49161232,0,17.47146863,18.97115689,40.17056549,5.54322608,24.43358381,9.2716244,35.19756022,0,23.70153288,13.78739377,8.24761733,60.40772597,34.9114677,46.21413818,33.8023415,18.83874904,26.0514249,43.83167281
"073",28.60050618,29.77082887,5.65396294,21.85050019,29.67020169,37.34225444,35.24615319,29.74255357,47.03215379,40.0935809,36.25490258,44.10140464,38.44455138,28.65332161,28.30653262,73.71160444,34.94611288,54.72589752,43.7067925,0,5.32329312,9.54476325,0,11.15192008,5.94107382,3.62869047,18.09457592,32.47272163,68.87287461,62.15409042,32.87549183,20.43059716,64.73939161,89.90169384,7.8702461,21.55422062,37.78002176,53.24634398,0,0,8.80938105,37.59217789,35.77631511,8.41918571,10.67350522,39.06729463,1.04775401,29.65221796,64.05655971,6.0521209,38.30271771,56.40398854,29.79029719,50.47784476,60.20458662,54.2376086,6.55734714,7.3344536,11.66054701,21.03479317,31.80750847,66.05197364,43.58702256,42.39193208,0.08567618,0,13.20408702,44.73099363,40.71057594,45.34544,69.64063813,46.14477266,0,7.91911171,32.46306382,26.15194679,0,9.25086505,15.04320054,45.28786823,17.39035099,49.64890796,36.19999622,40.23657532,35.85294394,49.04144824,33.2878186,28.51835472,55.14807042,68.61562369,35.91712563,62.07656738,54.3551134,25.36746694,34.35896877,24.81016317,24.26545984,50.86500204,58.58526903,35.74160921,0,69.95359333,12.01775133,19.44604118,17.45463732,11.41357907,9.15158727,0,41.69082449,0.80733231,20.12747697,0,0,47.22958031,6.34210112,53.22187719,35.55115373,58.56464285,4.31224675,19.7994571,30.45922412,17.02806599,16.20268361,20.89386331,5.24269755,43.26424866,45.431664,65.94092246,62.5918785,33.19668481,63.03586249,42.34052619,65.95184282,15.27344402,39.35776366,34.74517179,66.32521794,0,3.03721692,4.42186127,0,23.24126493,59.0609468,88.8346211,14.55642396,45.82690304,7.66219748,53.08752501,22.58104626,62.97075186,6.97953811,54.9173329,3.13440546,74.56283527,71.72286942,79.34139198,75.08662212,72.70055243,72.03751264,3.80922502,58.49892864,9.36736679,21.79241553,0,0,36.13650917,69.12401259,6.77573526,45.96406784,18.99885821,48.73671208,0,24.04812589,24.59597878,13.10701773,57.09438556,64.46646929,68.54019434,50.09473588,20.92743025,41.31817896,41.02669683
"074",28.82294372,13.87977622,6.33528969,14.22143401,21.801876,17.56201804,27.29487651,15.12346712,40.74201767,11.2205722,23.9768118,18.30614068,23.17857173,17.47579098,20.26429272,64.77754731,13.08362867,69.59742196,33.65468717,0,0.58930563,4.40697471,0,0,9.89308192,0.12396464,5.81742298,0,67.24512823,57.60582256,0,6.62960098,68.47652956,89.94280864,5.15978808,18.45304082,25.60178355,65.89445328,0,5.25242439,7.83779097,36.27305899,18.61654175,19.9005479,3.6919428,14.2528232,0,14.54284928,73.76307065,2.81217829,17.45496203,63.647366,39.47994193,40.12916028,71.43208998,42.63730827,1.93594533,14.63402915,6.8118586,12.32352065,21.78417315,66.53067694,41.26043751,42.29972139,0,0,8.00384212,23.86184264,10.16636542,31.40601914,68.81333663,28.22076865,4.72614321,3.30627846,11.99902682,19.65440163,10.20287315,0,19.14663197,42.91760721,13.22105994,24.79579507,0,20.80165627,24.79139052,22.27456827,10.80490048,16.98924205,34.83159143,51.38526088,33.44643592,57.32488224,44.28169355,11.51246838,16.09968901,21.19271565,21.92418494,33.05529838,54.94479434,12.31170358,1.42706967,63.46346795,74.60834956,16.54906198,7.39252929,11.28756018,88.82752159,82.46842888,29.60459483,35.04401888,27.21348759,50.84251894,71.84615169,48.48039981,6.28486822,68.87885899,24.43746076,56.67398212,25.62759604,31.56463336,16.59667454,23.48216329,19.85543745,2.79675337,3.68990978,21.0462577,49.36840072,56.9846057,53.76731555,12.49778383,42.6726823,13.50631585,59.33321474,10.11899911,50.96462993,12.27039597,63.39173013,0,8.81173341,4.01668444,4.23651916,20.85424898,62.99677954,91.40935734,0,48.0345093,7.7941823,33.07902468,3.26805046,59.04413815,15.24956369,39.97561794,4.85401546,62.53378619,78.73364322,72.91655367,72.08340799,63.8590639,69.46438905,5.19297632,54.82069213,9.31272935,10.6753794,0,0,31.08403265,66.25795197,5.72851464,64.009388,12.4244063,60.6533496,9.69526239,19.60885406,15.06607999,7.92415013,64.51723281,54.28637505,64.00368946,39.4258269,14.56253564,24.4176155,26.28401185
"075",16.90952741,19.78988434,10.06638226,3.6794065,16.77625841,11.82376261,10.89073264,8.1347444,13.36340179,9.62199663,7.14359965,7.40920203,13.25028835,4.52301484,14.75136667,42.41183435,8.51166763,33.81930585,20.30268692,3.81047479,0,5.46713929,0,7.7588564,9.16024491,0.07032702,1.40016073,6.51295427,49.14439236,33.09264596,1.73279339,2.07085177,36.26447096,86.44781379,1.6144008,11.16994938,10.96356536,40.32851078,0,4.73274999,13.20369304,36.46241791,12.34027392,15.79233741,3.25642998,1.06759907,0.0225016,9.13185623,44.74169508,0,0,31.6605386,11.57052995,12.58882565,36.04110054,12.21581799,9.92540091,3.15480791,9.58032259,13.8454255,6.86148491,35.34751387,20.82634775,28.07983223,0,2.96689024,1.17911366,24.92765919,9.06833891,11.6890782,43.05174241,14.86988787,9.04025265,6.61955059,5.03797161,16.28274191,1.0714714,1.41669493,12.72090753,39.30763879,11.00150426,19.03657334,0,17.05131265,15.83732694,20.03244602,6.35725188,9.77356891,38.41116601,35.77944011,0.9331471,36.1033834,17.70286871,12.52761171,18.32001373,6.75256456,0,24.38959113,36.06151911,4.24311741,3.18206896,63.04202848,49.8431992,14.28277012,11.502438,12.27269369,26.2167083,0,20.83499261,14.5792983,0,0.14058091,4.83073012,7.62859551,4.75507495,28.80977727,10.09415377,28.43974373,2.65602134,7.17691258,31.77762167,0,8.8354031,0.16683604,11.30969535,10.22270471,21.73891566,49.94288523,57.03115279,5.9541031,44.55209576,12.28218793,43.81298014,1.85968814,34.50628742,6.70833418,36.87972728,5.49072512,0.01920556,0,6.81003302,7.53813117,35.46561035,73.55033342,0.46846655,34.45146792,0,33.54279702,0,34.13038199,7.22251671,32.041792,1.3751181,47.9184936,51.29858606,54.29661848,42.57629882,50.97887377,54.38413864,6.58438718,29.46415314,0,0,0,0.48493762,14.49349422,43.18142982,8.31407984,29.20673601,4.07323722,37.92378413,0,14.91287331,13.84978359,0,36.37962986,30.07013433,49.25996593,39.85493829,19.88982142,0,25.52613105
"076",13.85210167,19.90893666,11.19481655,0,20.73374125,12.61732809,27.46054837,20.40745641,19.26333062,22.41623156,20.70411435,16.84542491,24.08180364,12.76934279,22.30098191,70.06198415,10.68133117,53.62103099,33.55956064,4.98207003,4.12170327,13.91781902,0,22.46696606,7.78918914,1.69028277,18.27740277,21.90979947,73.51976942,50.27753729,12.73783118,12.88839736,55.22631468,89.95765343,12.4718939,18.67020267,19.73659998,57.38530397,0,5.8646784,7.5758869,35.23863727,20.49030043,18.37110834,5.89434321,9.92736821,0,13.70368845,67.41703637,5.26655933,4.15700375,46.40442511,27.95137657,20.05425901,59.3317859,24.43465998,4.56346482,3.83542279,4.12756815,9.36395065,18.97638051,58.99301867,48.47690465,46.85118292,0,0.68471869,4.89048064,26.74275089,10.69690958,23.59201828,58.70415502,24.48152257,7.10854483,5.57580345,11.62375606,5.97789674,0,0.89544159,13.44065213,36.53307247,2.03109374,18.89938345,16.83827132,15.70125535,26.07613705,23.84590725,14.58792253,17.43887216,43.85161074,51.65775432,5.88396193,55.15315633,34.25323474,12.55084624,22.38967916,17.37217452,14.94884195,32.97617721,49.40927135,14.2667896,0,64.74154587,0,24.2713052,16.64562034,18.91662878,7.92046695,0,48.05011545,3.56445977,13.48618726,5.92661863,17.50654207,43.10244686,8.49853023,44.5782723,12.81882682,54.93989623,14.73451974,8.76797841,27.12226973,9.88147321,13.67555914,2.6918662,10.86326998,23.56759841,42.4267693,65.88436744,56.08758825,11.60060053,65.24443793,24.22486664,58.38089146,8.89721379,50.28523235,10.55271939,57.50304057,15.22729219,3.3623577,3.06569226,13.470531,14.776439,54.63777551,83.34956017,0,44.90896214,0,36.41191196,6.84313035,54.43671658,15.73382086,47.04649711,2.979541,57.44537059,69.56441283,75.32234275,61.49146908,64.15887691,69.83861527,10.82977825,54.61453966,10.70439365,5.576221,0,0,20.28109213,69.01870641,2.63478235,48.5871818,8.35529278,51.44665603,0,19.19176551,0,9.61548469,51.39986225,47.52307749,65.20538866,44.46536007,14.20728414,10.99075045,37.3361342
"077",48.27770654,48.1025206,13.73092995,21.57047272,16.90081657,29.8952794,32.24544453,17.29283721,45.86701602,33.59981613,26.76437267,36.56972684,26.88061436,16.11639423,15.75358378,78.35231175,14.11845718,70.2072876,40.72935236,5.81251454,10.55913417,4.91575071,5.53996352,0,9.06131799,9.88055497,25.54994879,21.27200795,79.44169277,62.08623368,22.85305697,16.43133398,66.81350896,84.48003649,8.85910495,27.34229093,30.9616176,64.59376769,0.90745056,6.83161581,5.57957876,38.63077101,26.57370517,19.20460825,13.97555193,25.96275791,0.69973691,18.43726627,71.66721494,14.63048154,25.06035296,54.90313367,48.73869934,47.05617529,60.20822335,45.44535586,6.41712607,7.24430037,14.83988782,19.83035744,32.76662046,52.9495354,34.27150097,36.77799191,0,2.00597443,19.49459865,46.83901767,22.94630036,36.67677401,72.55103846,43.67616855,0,4.00117381,15.46286033,14.59932236,4.63594932,4.04710025,15.18096914,53.43878403,19.55782567,40.49814939,27.31593364,39.5585839,35.71031876,41.7685095,22.26998796,14.41171215,49.88171187,55.28747106,14.04232553,64.23438654,35.47170261,34.14953052,31.02235121,17.91522132,21.9213775,33.68738484,71.28670004,33.26627852,0,61.85297538,21.4344135,25.02001974,13.77542683,10.74609647,19.97282373,8.75693068,40.98194381,17.25807345,17.53363333,4.6039769,15.17547821,44.17315632,18.79932071,57.45903542,39.94619915,82.04078827,18.12911873,17.8199138,26.26378917,18.98297663,17.29126736,13.97513847,15.74419517,31.79453121,56.60215967,69.42650176,67.3029571,21.13170336,73.83654551,30.56076111,69.28779147,16.45262222,66.09605491,19.13762603,72.81259542,7.07350295,11.54014644,3.26071756,5.51599507,24.32119335,74.05872094,89.6095912,7.03540507,58.52237274,0,34.44035104,8.12611455,71.15239343,5.5812909,48.41744613,3.98371186,72.51925767,85.53327175,82.05992519,79.73750196,87.37081998,85.11740265,4.29484074,63.37118032,10.86105761,16.391925,0.85111234,18.99841618,29.63208334,73.74687443,8.34916016,67.47673067,13.00443293,67.33924848,10.76799254,19.71119673,19.54048027,7.2233889,60.42573,69.34448758,78.20205488,48.38432384,17.6837706,24.57039097,42.0225597
